dir	path_in_images_prep	source	in_corpus	nline	staff	source_url
童话总谱__jianpucn-102669	images-prep/jianpucn-pop/童话总谱__jianpucn-102669	jianpucn-102669	0	241	6	
童话指弹 （ 吉他独奏 ）__jianpucn-462183	images-prep/jianpucn-pop/童话指弹 （ 吉他独奏 ）__jianpucn-462183	jianpucn-462183	0	77	7	
童话（钢琴伴奏谱、欣仔记谱版）__jianpucn-283630	images-prep/jianpucn-pop/童话（钢琴伴奏谱、欣仔记谱版）__jianpucn-283630	jianpucn-283630	0	88	5	
童话－简易版 键盘类 钢琴__jianpucn-113575	images-prep/jianpucn-pop/童话－简易版 键盘类 钢琴__jianpucn-113575	jianpucn-113575	0	108	5	
第一次 （ C调指法原版编配）__jianpucn-462968	images-prep/jianpucn-pop/第一次 （ C调指法原版编配）__jianpucn-462968	jianpucn-462968	0	73	6	
第一次（弹唱版）__jianpucn-235540	images-prep/jianpucn-pop/第一次（弹唱版）__jianpucn-235540	jianpucn-235540	0	147	5	
约定 歌曲类 钢琴伴奏谱__jianpucn-112802	images-prep/jianpucn-pop/约定 歌曲类 钢琴伴奏谱__jianpucn-112802	jianpucn-112802	0	120	5	
约定 （ 周蕙 C调原版编配）__jianpucn-469105	images-prep/jianpucn-pop/约定 （ 周蕙 C调原版编配）__jianpucn-469105	jianpucn-469105	0	56	6	
约定-（弹唱版）__jianpucn-103000	images-prep/jianpucn-pop/约定-（弹唱版）__jianpucn-103000	jianpucn-103000	0	136	5	
约定-（弹唱版）__jianpucn-234206	images-prep/jianpucn-pop/约定-（弹唱版）__jianpucn-234206	jianpucn-234206	0	124	5	
约定—简易版 键盘类 钢琴__jianpucn-114747	images-prep/jianpucn-pop/约定—简易版 键盘类 钢琴__jianpucn-114747	jianpucn-114747	0	110	5	
约定独奏 风华艺校版__jianpucn-213156	images-prep/jianpucn-pop/约定独奏 风华艺校版__jianpucn-213156	jianpucn-213156	0	42	6	
终于等到你（电视剧《咱们结婚吧》片尾主题曲）（小叶歌编配版 ）__jianpucn-272182	images-prep/jianpucn-pop/终于等到你（电视剧《咱们结婚吧》片尾主题曲）（小叶歌编配版 ）__jianpucn-272182	jianpucn-272182	0	68	6	
胆小鬼 （ G调指法拍弦版）__jianpucn-466856	images-prep/jianpucn-pop/胆小鬼 （ G调指法拍弦版）__jianpucn-466856	jianpucn-466856	0	55	6	
胆小鬼 （ G调指法简单版编配）__jianpucn-471437	images-prep/jianpucn-pop/胆小鬼 （ G调指法简单版编配）__jianpucn-471437	jianpucn-471437	0	46	6	
至少还有你 弹唱版__jianpucn-99620	images-prep/jianpucn-pop/至少还有你 弹唱版__jianpucn-99620	jianpucn-99620	0	146	5	
至少还有你 男声伴奏弹唱版 《大丈夫》电视剧主题曲__jianpucn-251483	images-prep/jianpucn-pop/至少还有你 男声伴奏弹唱版 《大丈夫》电视剧主题曲__jianpucn-251483	jianpucn-251483	0	132	5	
至少还有你 （ C调原版编配）__jianpucn-466144	images-prep/jianpucn-pop/至少还有你 （ C调原版编配）__jianpucn-466144	jianpucn-466144	0	44	6	
至少还有你( C调弹唱谱)__jianpucn-445874	images-prep/jianpucn-pop/至少还有你( C调弹唱谱)__jianpucn-445874	jianpucn-445874	0	40	6	
至少还有你-緋村剑心编配弹唱版__jianpucn-102837	images-prep/jianpucn-pop/至少还有你-緋村剑心编配弹唱版__jianpucn-102837	jianpucn-102837	0	149	5	
至少还有你（吉他 ）__jianpucn-294312	images-prep/jianpucn-pop/至少还有你（吉他 ）__jianpucn-294312	jianpucn-294312	0	63	6	
花园-弹唱版__jianpucn-102264	images-prep/jianpucn-pop/花园-弹唱版__jianpucn-102264	jianpucn-102264	0	148	5	
若无其事 伴奏__jianpucn-218856	images-prep/jianpucn-pop/若无其事 伴奏__jianpucn-218856	jianpucn-218856	0	117	5	
苦瓜 （ C调指法原版编配）__jianpucn-469831	images-prep/jianpucn-pop/苦瓜 （ C调指法原版编配）__jianpucn-469831	jianpucn-469831	0	69	6	
葡萄成熟时 （ G调指法编配）__jianpucn-458167	images-prep/jianpucn-pop/葡萄成熟时 （ G调指法编配）__jianpucn-458167	jianpucn-458167	0	68	6	
蓝（吉他弹唱）__jianpucn-146223	images-prep/jianpucn-pop/蓝（吉他弹唱）__jianpucn-146223	jianpucn-146223	0	46	7	
让世界充满爱—含指法__jianpucn-122174	images-prep/jianpucn-pop/让世界充满爱—含指法__jianpucn-122174	jianpucn-122174	0	123	5	
让我留在你身边 （ C调原版编配）__jianpucn-458949	images-prep/jianpucn-pop/让我留在你身边 （ C调原版编配）__jianpucn-458949	jianpucn-458949	0	76	6	
许愿 （ 王大陆 C调原版编配）__jianpucn-467042	images-prep/jianpucn-pop/许愿 （ 王大陆 C调原版编配）__jianpucn-467042	jianpucn-467042	0	135	6	
路-简易版 键盘类 钢琴__jianpucn-114498	images-prep/jianpucn-pop/路-简易版 键盘类 钢琴__jianpucn-114498	jianpucn-114498	0	282	5	
边关情(五线谱_简谱对照)__jianpucn-44675	images-prep/jianpucn-pop/边关情(五线谱_简谱对照)__jianpucn-44675	jianpucn-44675	0	70	5	
过云雨-弹唱版__jianpucn-102625	images-prep/jianpucn-pop/过云雨-弹唱版__jianpucn-102625	jianpucn-102625	0	156	5	
过云雨（尤克里里指弹谱）__jianpucn-414017	images-prep/jianpucn-pop/过云雨（尤克里里指弹谱）__jianpucn-414017	jianpucn-414017	0	9	4	
过云雨（钢琴伴奏谱、Sunny 记谱制谱版）__jianpucn-279960	images-prep/jianpucn-pop/过云雨（钢琴伴奏谱、Sunny 记谱制谱版）__jianpucn-279960	jianpucn-279960	0	107	5	
这世界那么多人 （ G调原版编配）__jianpucn-470338	images-prep/jianpucn-pop/这世界那么多人 （ G调原版编配）__jianpucn-470338	jianpucn-470338	0	4	6	
这世界那么多人 （ G调指法）__jianpucn-458336	images-prep/jianpucn-pop/这世界那么多人 （ G调指法）__jianpucn-458336	jianpucn-458336	0	45	6	
这世界那么多人指弹 （ 独奏 ）__jianpucn-457300	images-prep/jianpucn-pop/这世界那么多人指弹 （ 独奏 ）__jianpucn-457300	jianpucn-457300	0	41	6	
逃亡 （ C调指法原版编配）__jianpucn-472002	images-prep/jianpucn-pop/逃亡 （ C调指法原版编配）__jianpucn-472002	jianpucn-472002	0	74	10	
逆光 （ G调指法原版编配）__jianpucn-471753	images-prep/jianpucn-pop/逆光 （ G调指法原版编配）__jianpucn-471753	jianpucn-471753	0	51	6	
通往爱的路途－简易版 键盘类 钢琴__jianpucn-97579	images-prep/jianpucn-pop/通往爱的路途－简易版 键盘类 钢琴__jianpucn-97579	jianpucn-97579	0	107	5	
遇见 -弹唱版__jianpucn-99954	images-prep/jianpucn-pop/遇见 -弹唱版__jianpucn-99954	jianpucn-99954	0	126	5	
遇见 歌曲类 钢琴伴奏谱__jianpucn-112803	images-prep/jianpucn-pop/遇见 歌曲类 钢琴伴奏谱__jianpucn-112803	jianpucn-112803	0	190	5	
遇见 简易独奏曲__jianpucn-215161	images-prep/jianpucn-pop/遇见 简易独奏曲__jianpucn-215161	jianpucn-215161	0	51	5	
遇见- （钢琴弹唱版-G）__jianpucn-224658	images-prep/jianpucn-pop/遇见- （钢琴弹唱版-G）__jianpucn-224658	jianpucn-224658	0	106	5	
遇见-适合男生弹唱版__jianpucn-11013	images-prep/jianpucn-pop/遇见-适合男生弹唱版__jianpucn-11013	jianpucn-11013	0	47	6	
遇见指弹 （ 吉他独奏 ）__jianpucn-462400	images-prep/jianpucn-pop/遇见指弹 （ 吉他独奏 ）__jianpucn-462400	jianpucn-462400	0	34	6	
遇见（尤克里里指弹谱）__jianpucn-414341	images-prep/jianpucn-pop/遇见（尤克里里指弹谱）__jianpucn-414341	jianpucn-414341	0	61	6	
遇见（钢琴伴奏谱）__jianpucn-340355	images-prep/jianpucn-pop/遇见（钢琴伴奏谱）__jianpucn-340355	jianpucn-340355	0	82	5	
遥望 键盘类 钢琴__jianpucn-114659	images-prep/jianpucn-pop/遥望 键盘类 钢琴__jianpucn-114659	jianpucn-114659	0	139	5	
都是你 - 弹唱版 弹唱版 -__jianpucn-234895	images-prep/jianpucn-pop/都是你 - 弹唱版 弹唱版 -__jianpucn-234895	jianpucn-234895	0	170	5	
都是你 - 弹唱版__jianpucn-103110	images-prep/jianpucn-pop/都是你 - 弹唱版__jianpucn-103110	jianpucn-103110	0	190	5	
都是你 歌曲类 钢琴伴奏谱__jianpucn-112279	images-prep/jianpucn-pop/都是你 歌曲类 钢琴伴奏谱__jianpucn-112279	jianpucn-112279	0	147	5	
都是你-简易版 键盘类 钢琴__jianpucn-114389	images-prep/jianpucn-pop/都是你-简易版 键盘类 钢琴__jianpucn-114389	jianpucn-114389	0	232	5	
都是你（夏江编配版）__jianpucn-280078	images-prep/jianpucn-pop/都是你（夏江编配版）__jianpucn-280078	jianpucn-280078	0	98	5	
酷爱 （ C调指法原版编配）__jianpucn-471874	images-prep/jianpucn-pop/酷爱 （ C调指法原版编配）__jianpucn-471874	jianpucn-471874	0	49	7	
野百合也有春天 （ C调原版编配）__jianpucn-462440	images-prep/jianpucn-pop/野百合也有春天 （ C调原版编配）__jianpucn-462440	jianpucn-462440	0	74	6	
长江之歌 （ G调指法原版编配）__jianpucn-471193	images-prep/jianpucn-pop/长江之歌 （ G调指法原版编配）__jianpucn-471193	jianpucn-471193	0	9	6	
闪亮的日子（刘厚涛编配版）__jianpucn-277642	images-prep/jianpucn-pop/闪亮的日子（刘厚涛编配版）__jianpucn-277642	jianpucn-277642	0	33	6	
问-大伟吉他教室编配版__jianpucn-190093	images-prep/jianpucn-pop/问-大伟吉他教室编配版__jianpucn-190093	jianpucn-190093	0	48	6	
阴天尤克里里谱（ C调带前奏版）__jianpucn-461012	images-prep/jianpucn-pop/阴天尤克里里谱（ C调带前奏版）__jianpucn-461012	jianpucn-461012	0	163	4	
阴天快乐 （ G调原版编配）__jianpucn-461293	images-prep/jianpucn-pop/阴天快乐 （ G调原版编配）__jianpucn-461293	jianpucn-461293	0	55	6	
阴天快乐尤克里里谱（ F调带前奏）__jianpucn-462147	images-prep/jianpucn-pop/阴天快乐尤克里里谱（ F调带前奏）__jianpucn-462147	jianpucn-462147	0	131	6	
阿猫阿狗 （ G调指法编配）__jianpucn-463123	images-prep/jianpucn-pop/阿猫阿狗 （ G调指法编配）__jianpucn-463123	jianpucn-463123	0	5	6	
陀飞轮 （ C调原版编配）__jianpucn-457830	images-prep/jianpucn-pop/陀飞轮 （ C调原版编配）__jianpucn-457830	jianpucn-457830	0	48	6	
陪你度过漫长岁月尤克里里谱（ G调尤克里里弹唱谱）__jianpucn-461006	images-prep/jianpucn-pop/陪你度过漫长岁月尤克里里谱（ G调尤克里里弹唱谱）__jianpucn-461006	jianpucn-461006	0	5	4	
陪你度过漫长岁月（杨鑫编配版）__jianpucn-348528	images-prep/jianpucn-pop/陪你度过漫长岁月（杨鑫编配版）__jianpucn-348528	jianpucn-348528	0	47	6	
陳奕迅 - 孤獨探戈 (伴奏) 孤獨探戈 (伴奏) -__jianpucn-234424	images-prep/jianpucn-pop/陳奕迅 - 孤獨探戈 (伴奏) 孤獨探戈 (伴奏) -__jianpucn-234424	jianpucn-234424	0	130	7	
陳奕迅 孤獨探戈 伴奏__jianpucn-218949	images-prep/jianpucn-pop/陳奕迅 孤獨探戈 伴奏__jianpucn-218949	jianpucn-218949	0	133	7	
隐形人（钢琴伴奏谱）__jianpucn-289416	images-prep/jianpucn-pop/隐形人（钢琴伴奏谱）__jianpucn-289416	jianpucn-289416	0	98	5	
风中有朵雨做的云（钢琴伴奏谱）__jianpucn-287922	images-prep/jianpucn-pop/风中有朵雨做的云（钢琴伴奏谱）__jianpucn-287922	jianpucn-287922	0	167	8	
风雨同路 吉他弹唱__jianpucn-223089	images-prep/jianpucn-pop/风雨同路 吉他弹唱__jianpucn-223089	jianpucn-223089	0	62	6	
鬼迷心窍 （ C调原版编配）__jianpucn-463179	images-prep/jianpucn-pop/鬼迷心窍 （ C调原版编配）__jianpucn-463179	jianpucn-463179	0	55	6	
黑暗中漫舞 （ G调指法编配）__jianpucn-467882	images-prep/jianpucn-pop/黑暗中漫舞 （ G调指法编配）__jianpucn-467882	jianpucn-467882	0	16	6	
Colorful Days-弹唱 吉他类 流行__jianpucn-112852	images-prep/jianpucn-pushu/Colorful Days-弹唱 吉他类 流行__jianpucn-112852	jianpucn-112852	0	76	6	
New BOY-弹唱 吉他类 流行__jianpucn-112849	images-prep/jianpucn-pushu/New BOY-弹唱 吉他类 流行__jianpucn-112849	jianpucn-112849	0	154	6	
New-Boy （ C调指法扫弦版）__jianpucn-466575	images-prep/jianpucn-pushu/New-Boy （ C调指法扫弦版）__jianpucn-466575	jianpucn-466575	0	37	6	
《平凡之路》双吉他精华版__jianpucn-428467	images-prep/jianpucn-pushu/《平凡之路》双吉他精华版__jianpucn-428467	jianpucn-428467	0	91	6	
《平凡之路》完整吉他弹唱谱__jianpucn-266379	images-prep/jianpucn-pushu/《平凡之路》完整吉他弹唱谱__jianpucn-266379	jianpucn-266379	0	95	6	
《平凡之路》简单版 （ 吉他弹唱教学）__jianpucn-429511	images-prep/jianpucn-pushu/《平凡之路》简单版 （ 吉他弹唱教学）__jianpucn-429511	jianpucn-429511	0	66	6	
《平凡之路》（单吉他弹唱版）__jianpucn-348421	images-prep/jianpucn-pushu/《平凡之路》（单吉他弹唱版）__jianpucn-348421	jianpucn-348421	0	63	6	
且听风吟-弹唱 吉他类 流行__jianpucn-113086	images-prep/jianpucn-pushu/且听风吟-弹唱 吉他类 流行__jianpucn-113086	jianpucn-113086	0	57	6	
九月-弹唱 吉他类 流行__jianpucn-112963	images-prep/jianpucn-pushu/九月-弹唱 吉他类 流行__jianpucn-112963	jianpucn-112963	0	54	6	
傲慢的上校-弹唱 吉他类 流行__jianpucn-112839	images-prep/jianpucn-pushu/傲慢的上校-弹唱 吉他类 流行__jianpucn-112839	jianpucn-112839	0	114	6	
傻子才悲伤-弹唱 吉他类 流行__jianpucn-113136	images-prep/jianpucn-pushu/傻子才悲伤-弹唱 吉他类 流行__jianpucn-113136	jianpucn-113136	0	75	7	
她在睡梦中-弹唱 吉他类 流行__jianpucn-112967	images-prep/jianpucn-pushu/她在睡梦中-弹唱 吉他类 流行__jianpucn-112967	jianpucn-112967	0	74	6	
平凡之路 （ A调原版编配）__jianpucn-457399	images-prep/jianpucn-pushu/平凡之路 （ A调原版编配）__jianpucn-457399	jianpucn-457399	0	86	6	
平凡之路 （ G调指法原版编配）__jianpucn-469328	images-prep/jianpucn-pushu/平凡之路 （ G调指法原版编配）__jianpucn-469328	jianpucn-469328	0	63	6	
平凡之路指弹 （ 吉他独奏 ）__jianpucn-457640	images-prep/jianpucn-pushu/平凡之路指弹 （ 吉他独奏 ）__jianpucn-457640	jianpucn-457640	0	44	6	
平凡之路（ 原版）（ 韩寒词 曲、卢家兴编配）__jianpucn-265412	images-prep/jianpucn-pushu/平凡之路（ 原版）（ 韩寒词 曲、卢家兴编配）__jianpucn-265412	jianpucn-265412	0	83	6	
平凡之路（吉他 ）__jianpucn-293973	images-prep/jianpucn-pushu/平凡之路（吉他 ）__jianpucn-293973	jianpucn-293973	0	68	6	
平凡之路（白健平编配版）__jianpucn-279374	images-prep/jianpucn-pushu/平凡之路（白健平编配版）__jianpucn-279374	jianpucn-279374	0	49	6	
朴树【那些花儿】原版伴奏__jianpucn-209106	images-prep/jianpucn-pushu/朴树【那些花儿】原版伴奏__jianpucn-209106	jianpucn-209106	0	885	4	
来不及-弹唱 吉他类 流行__jianpucn-113016	images-prep/jianpucn-pushu/来不及-弹唱 吉他类 流行__jianpucn-113016	jianpucn-113016	0	73	7	
生如夏花( 编配 )__jianpucn-437861	images-prep/jianpucn-pushu/生如夏花( 编配 )__jianpucn-437861	jianpucn-437861	0	59	6	
生如夏花-弹唱 吉他类 流行__jianpucn-113132	images-prep/jianpucn-pushu/生如夏花-弹唱 吉他类 流行__jianpucn-113132	jianpucn-113132	0	150	6	
白桦林 独奏__jianpucn-215230	images-prep/jianpucn-pushu/白桦林 独奏__jianpucn-215230	jianpucn-215230	0	56	6	
白桦林-弹唱 吉他类 流行__jianpucn-112898	images-prep/jianpucn-pushu/白桦林-弹唱 吉他类 流行__jianpucn-112898	jianpucn-112898	0	56	6	
白桦林（吉他独奏谱）五线谱__jianpucn-90528	images-prep/jianpucn-pushu/白桦林（吉他独奏谱）五线谱__jianpucn-90528	jianpucn-90528	0	36	5	
那些花儿 指弹独奏__jianpucn-215169	images-prep/jianpucn-pushu/那些花儿 指弹独奏__jianpucn-215169	jianpucn-215169	0	114	9	
那些花儿 （ C调指法简单版编配）__jianpucn-462581	images-prep/jianpucn-pushu/那些花儿 （ C调指法简单版编配）__jianpucn-462581	jianpucn-462581	0	43	6	
那些花儿 （ G调原版编配）__jianpucn-457481	images-prep/jianpucn-pushu/那些花儿 （ G调原版编配）__jianpucn-457481	jianpucn-457481	0	67	6	
那些花儿-弹唱 吉他类 流行__jianpucn-113051	images-prep/jianpucn-pushu/那些花儿-弹唱 吉他类 流行__jianpucn-113051	jianpucn-113051	0	157	6	
那些花儿（ 编配版）__jianpucn-295573	images-prep/jianpucn-pushu/那些花儿（ 编配版）__jianpucn-295573	jianpucn-295573	0	55	6	
一场游戏一场梦 吉他类 流行__jianpucn-117689	images-prep/jianpucn-qiqin/一场游戏一场梦 吉他类 流行__jianpucn-117689	jianpucn-117689	0	32	6	
外面的世界-独奏-猪都笑了编配版__jianpucn-170531	images-prep/jianpucn-qiqin/外面的世界-独奏-猪都笑了编配版__jianpucn-170531	jianpucn-170531	0	26	6	
夜夜夜夜 （ G调指法原版编配）__jianpucn-469566	images-prep/jianpucn-qiqin/夜夜夜夜 （ G调指法原版编配）__jianpucn-469566	jianpucn-469566	0	50	6	
月亮代表我的心—简易版 键盘类 钢琴__jianpucn-97356	images-prep/jianpucn-qiqin/月亮代表我的心—简易版 键盘类 钢琴__jianpucn-97356	jianpucn-97356	0	103	5	
火车快开 （ C调指法原版编配）__jianpucn-472205	images-prep/jianpucn-qiqin/火车快开 （ C调指法原版编配）__jianpucn-472205	jianpucn-472205	0	16	8	
你会明白 弹唱版 键盘类 钢琴__jianpucn-113482	images-prep/jianpucn-qiyu/你会明白 弹唱版 键盘类 钢琴__jianpucn-113482	jianpucn-113482	0	42	5	
梦田 （ 潘越云 C调指法原版编配）__jianpucn-471269	images-prep/jianpucn-qiyu/梦田 （ 潘越云 C调指法原版编配）__jianpucn-471269	jianpucn-471269	0	53	7	
Bar Street吉他__jianpucn-220377	images-prep/jianpucn-renxianqi/Bar Street吉他__jianpucn-220377	jianpucn-220377	0	0	12	
任贤齐【老张的歌】伴奏谱+间奏（GTP）__jianpucn-175431	images-prep/jianpucn-renxianqi/任贤齐【老张的歌】伴奏谱+间奏（GTP）__jianpucn-175431	jianpucn-175431	0	874	5	
你愿意 我愿意吉他__jianpucn-220381	images-prep/jianpucn-renxianqi/你愿意 我愿意吉他__jianpucn-220381	jianpucn-220381	0	103	12	
再出发吉他__jianpucn-220379	images-prep/jianpucn-renxianqi/再出发吉他__jianpucn-220379	jianpucn-220379	0	20	7	
再见黄鹤楼吉他__jianpucn-220378	images-prep/jianpucn-renxianqi/再见黄鹤楼吉他__jianpucn-220378	jianpucn-220378	0	0	7	
原版双吉他__jianpucn-203018	images-prep/jianpucn-renxianqi/原版双吉他__jianpucn-203018	jianpucn-203018	0	139	11	
好聚好散吉他__jianpucn-220380	images-prep/jianpucn-renxianqi/好聚好散吉他__jianpucn-220380	jianpucn-220380	0	55	11	
春天花会开 （ G调原版编配）__jianpucn-469103	images-prep/jianpucn-renxianqi/春天花会开 （ G调原版编配）__jianpucn-469103	jianpucn-469103	0	33	6	
死不了原版双吉他__jianpucn-210110	images-prep/jianpucn-renxianqi/死不了原版双吉他__jianpucn-210110	jianpucn-210110	0	139	11	
活着吉他__jianpucn-220383	images-prep/jianpucn-renxianqi/活着吉他__jianpucn-220383	jianpucn-220383	0	28	14	
浪花一朵朵 吉他里里谱 乌克丽丽其他__jianpucn-254143	images-prep/jianpucn-renxianqi/浪花一朵朵 吉他里里谱 乌克丽丽其他__jianpucn-254143	jianpucn-254143	0	8	6	
睡到12点吉他__jianpucn-220382	images-prep/jianpucn-renxianqi/睡到12点吉他__jianpucn-220382	jianpucn-220382	0	176	13	
